protocol,split,replicate,severity,tier,cell,component,seed
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,p,cell_identity,6946838353166880903
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,k,cell_identity,18003283412444000197
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,o,cell_identity,8313101201027172748
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,pk,cell_identity,7628288182237194984
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,po,cell_identity,4963197016512553919
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,ko,cell_identity,13701081623975898410
mve3-v2-approved-2026-07-18,locked,0,1,shuffled,pko,cell_identity,5669960465503979156
mve3-v2-approved-2026-07-18,locked,0,1,anti,shared,o_collection_root,13322738940334560412
mve3-v2-approved-2026-07-18,locked,0,1,anti,shared,non_o_collection_root,1773316481788693159
mve3-v2-approved-2026-07-18,locked,0,1,anti,shared,evaluation_root,16459918121269462014
mve3-v2-approved-2026-07-18,locked,0,1,anti,none,cell_identity,16392704525546364595
mve3-v2-approved-2026-07-18,locked,0,1,anti,p,cell_identity,17402834703021093640
mve3-v2-approved-2026-07-18,locked,0,1,anti,k,cell_identity,14721076259606652639
mve3-v2-approved-2026-07-18,locked,0,1,anti,o,cell_identity,10192868452573992100
mve3-v2-approved-2026-07-18,locked,0,1,anti,pk,cell_identity,2490140313289360509
mve3-v2-approved-2026-07-18,locked,0,1,anti,po,cell_identity,9470390323331265770
mve3-v2-approved-2026-07-18,locked,0,1,anti,ko,cell_identity,14018683358454949326
mve3-v2-approved-2026-07-18,locked,0,1,anti,pko,cell_identity,6489939522308327787
mve3-v2-approved-2026-07-18,locked,0,2,controlled,shared,o_collection_root,10690356631811629474
mve3-v2-approved-2026-07-18,locked,0,2,controlled,shared,non_o_collection_root,5700424172141477682
mve3-v2-approved-2026-07-18,locked,0,2,controlled,shared,evaluation_root,1334899645254145435
mve3-v2-approved-2026-07-18,locked,0,2,controlled,none,cell_identity,12390485444525421604
mve3-v2-approved-2026-07-18,locked,0,2,controlled,p,cell_identity,2448499699265629301
mve3-v2-approved-2026-07-18,locked,0,2,controlled,k,cell_identity,8854451513853421520
mve3-v2-approved-2026-07-18,locked,0,2,controlled,o,cell_identity,2076186022085730956
mve3-v2-approved-2026-07-18,locked,0,2,controlled,pk,cell_identity,8712058873399257968
mve3-v2-approved-2026-07-18,locked,0,2,controlled,po,cell_identity,5484853232509718111
mve3-v2-approved-2026-07-18,locked,0,2,controlled,ko,cell_identity,8469233918164413194
mve3-v2-approved-2026-07-18,locked,0,2,controlled,pko,cell_identity,14871420037370629546
mve3-v2-approved-2026-07-18,locked,0,2,learned,shared,o_collection_root,1200635543427073639
mve3-v2-approved-2026-07-18,locked,0,2,learned,shared,non_o_collection_root,5700424172141477682
mve3-v2-approved-2026-07-18,locked,0,2,learned,shared,evaluation_root,1334899645254145435
mve3-v2-approved-2026-07-18,locked,0,2,learned,none,cell_identity,14424273037765952202
mve3-v2-approved-2026-07-18,locked,0,2,learned,p,cell_identity,4126194065811412295
mve3-v2-approved-2026-07-18,locked,0,2,learned,k,cell_identity,10184684356961515570
mve3-v2-approved-2026-07-18,locked,0,2,learned,o,cell_identity,6903770699957362340
mve3-v2-approved-2026-07-18,locked,0,2,learned,pk,cell_identity,5491469035886795363
mve3-v2-approved-2026-07-18,locked,0,2,learned,po,cell_identity,15124593890398922514
mve3-v2-approved-2026-07-18,locked,0,2,learned,ko,cell_identity,14568732556442464842
mve3-v2-approved-2026-07-18,locked,0,2,learned,pko,cell_identity,9272527297694946234
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,shared,o_collection_root,9666335718245281868
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,shared,non_o_collection_root,5700424172141477682
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,shared,evaluation_root,1334899645254145435
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,none,cell_identity,1226412320620549423
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,p,cell_identity,11164878789831186770
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,k,cell_identity,15798739672560989773
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,o,cell_identity,6326947288642277766
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,pk,cell_identity,6545558448791754520
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,po,cell_identity,2053348325825784527
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,ko,cell_identity,11647043139722670128
mve3-v2-approved-2026-07-18,locked,0,2,shuffled,pko,cell_identity,5276151432291858169
mve3-v2-approved-2026-07-18,locked,0,2,anti,shared,o_collection_root,10249791434828563513
mve3-v2-approved-2026-07-18,locked,0,2,anti,shared,non_o_collection_root,5700424172141477682
mve3-v2-approved-2026-07-18,locked,0,2,anti,shared,evaluation_root,1334899645254145435
mve3-v2-approved-2026-07-18,locked,0,2,anti,none,cell_identity,10870906635394571068
mve3-v2-approved-2026-07-18,locked,0,2,anti,p,cell_identity,10209156401601074678
mve3-v2-approved-2026-07-18,locked,0,2,anti,k,cell_identity,16284073162601435982
mve3-v2-approved-2026-07-18,locked,0,2,anti,o,cell_identity,16444611026125435628
mve3-v2-approved-2026-07-18,locked,0,2,anti,pk,cell_identity,1436702931034812558
mve3-v2-approved-2026-07-18,locked,0,2,anti,po,cell_identity,6432754973397227430
mve3-v2-approved-2026-07-18,locked,0,2,anti,ko,cell_identity,16021008527222712514
mve3-v2-approved-2026-07-18,locked,0,2,anti,pko,cell_identity,8352005597047829685
mve3-v2-approved-2026-07-18,locked,0,3,controlled,shared,o_collection_root,2511549975993013199
mve3-v2-approved-2026-07-18,locked,0,3,controlled,shared,non_o_collection_root,7867829118966604435
mve3-v2-approved-2026-07-18,locked,0,3,controlled,shared,evaluation_root,7475254588853067095
mve3-v2-approved-2026-07-18,locked,0,3,controlled,none,cell_identity,15577315199793754616
mve3-v2-approved-2026-07-18,locked,0,3,controlled,p,cell_identity,2048588701757797534
mve3-v2-approved-2026-07-18,locked,0,3,controlled,k,cell_identity,16189527141910973830
mve3-v2-approved-2026-07-18,locked,0,3,controlled,o,cell_identity,13767372892282109786
mve3-v2-approved-2026-07-18,locked,0,3,controlled,pk,cell_identity,5627202568782154240
mve3-v2-approved-2026-07-18,locked,0,3,controlled,po,cell_identity,15690209619229369597
mve3-v2-approved-2026-07-18,locked,0,3,controlled,ko,cell_identity,1636903465313507798
mve3-v2-approved-2026-07-18,locked,0,3,controlled,pko,cell_identity,15582807558033809299
mve3-v2-approved-2026-07-18,locked,0,3,learned,shared,o_collection_root,17031601001056391687
mve3-v2-approved-2026-07-18,locked,0,3,learned,shared,non_o_collection_root,7867829118966604435
mve3-v2-approved-2026-07-18,locked,0,3,learned,shared,evaluation_root,7475254588853067095
mve3-v2-approved-2026-07-18,locked,0,3,learned,none,cell_identity,14410329733307140179
mve3-v2-approved-2026-07-18,locked,0,3,learned,p,cell_identity,16122720922597789232
mve3-v2-approved-2026-07-18,locked,0,3,learned,k,cell_identity,9764490152432920518
mve3-v2-approved-2026-07-18,locked,0,3,learned,o,cell_identity,12173704144826311181
mve3-v2-approved-2026-07-18,locked,0,3,learned,pk,cell_identity,17011311925714249280
mve3-v2-approved-2026-07-18,locked,0,3,learned,po,cell_identity,5894288700196353841
mve3-v2-approved-2026-07-18,locked,0,3,learned,ko,cell_identity,7321580295875082142
mve3-v2-approved-2026-07-18,locked,0,3,learned,pko,cell_identity,6913234731585607398
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,shared,o_collection_root,496458289586996576
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,shared,non_o_collection_root,7867829118966604435
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,shared,evaluation_root,7475254588853067095
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,none,cell_identity,16208428763218525710
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,p,cell_identity,17498527009846885671
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,k,cell_identity,9020317002595316619
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,o,cell_identity,12696712148239918664
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,pk,cell_identity,12429559965416424668
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,po,cell_identity,7673677496291793965
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,ko,cell_identity,9718616877379263012
mve3-v2-approved-2026-07-18,locked,0,3,shuffled,pko,cell_identity,1808804570397140252
mve3-v2-approved-2026-07-18,locked,0,3,anti,shared,o_collection_root,7239667563755946891
mve3-v2-approved-2026-07-18,locked,0,3,anti,shared,non_o_collection_root,7867829118966604435
mve3-v2-approved-2026-07-18,locked,0,3,anti,shared,evaluation_root,7475254588853067095
mve3-v2-approved-2026-07-18,locked,0,3,anti,none,cell_identity,16615796772682163118
mve3-v2-approved-2026-07-18,locked,0,3,anti,p,cell_identity,7330207568728311241
mve3-v2-approved-2026-07-18,locked,0,3,anti,k,cell_identity,17780558202535809132
mve3-v2-approved-2026-07-18,locked,0,3,anti,o,cell_identity,13840209134760145158
mve3-v2-approved-2026-07-18,locked,0,3,anti,pk,cell_identity,3047290812029764631
mve3-v2-approved-2026-07-18,locked,0,3,anti,po,cell_identity,12714241671609463633
mve3-v2-approved-2026-07-18,locked,0,3,anti,ko,cell_identity,1374040006569749649
mve3-v2-approved-2026-07-18,locked,0,3,anti,pko,cell_identity,14808283738639018592
mve3-v2-approved-2026-07-18,locked,1,1,controlled,shared,o_collection_root,13945703986428914372
mve3-v2-approved-2026-07-18,locked,1,1,controlled,shared,non_o_collection_root,14927000175820287005
mve3-v2-approved-2026-07-18,locked,1,1,controlled,shared,evaluation_root,1490167166019115730
mve3-v2-approved-2026-07-18,locked,1,1,controlled,none,cell_identity,2046260288341234470
mve3-v2-approved-2026-07-18,locked,1,1,controlled,p,cell_identity,14256336088359354780
mve3-v2-approved-2026-07-18,locked,1,1,controlled,k,cell_identity,5912553617918773140
mve3-v2-approved-2026-07-18,locked,1,1,controlled,o,cell_identity,14642614433489788539
mve3-v2-approved-2026-07-18,locked,1,1,controlled,pk,cell_identity,9432311929545120099
mve3-v2-approved-2026-07-18,locked,1,1,controlled,po,cell_identity,15841147300929865620
mve3-v2-approved-2026-07-18,locked,1,1,controlled,ko,cell_identity,14294091984929694556
mve3-v2-approved-2026-07-18,locked,1,1,controlled,pko,cell_identity,5290520268019698092
mve3-v2-approved-2026-07-18,locked,1,1,learned,shared,o_collection_root,9374418239245310658
mve3-v2-approved-2026-07-18,locked,1,1,learned,shared,non_o_collection_root,14927000175820287005
mve3-v2-approved-2026-07-18,locked,1,1,learned,shared,evaluation_root,1490167166019115730
mve3-v2-approved-2026-07-18,locked,1,1,learned,none,cell_identity,18041111682449373386
mve3-v2-approved-2026-07-18,locked,1,1,learned,p,cell_identity,1218476081917036209
mve3-v2-approved-2026-07-18,locked,1,1,learned,k,cell_identity,4267597762111058825
mve3-v2-approved-2026-07-18,locked,1,1,learned,o,cell_identity,6828929349773945462
mve3-v2-approved-2026-07-18,locked,1,1,learned,pk,cell_identity,1016222142178366727
mve3-v2-approved-2026-07-18,locked,1,1,learned,po,cell_identity,2352244449332070903
mve3-v2-approved-2026-07-18,locked,1,1,learned,ko,cell_identity,17959093652186028789
mve3-v2-approved-2026-07-18,locked,1,1,learned,pko,cell_identity,9627176257074244575
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,shared,o_collection_root,7595734790980331725
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,shared,non_o_collection_root,14927000175820287005
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,shared,evaluation_root,1490167166019115730
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,none,cell_identity,4245769950741155183
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,p,cell_identity,16922008190539110398
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,k,cell_identity,14277348200432850017
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,o,cell_identity,8546935846632288519
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,pk,cell_identity,8619585294702534156
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,po,cell_identity,17407014929478407268
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,ko,cell_identity,7738877851413202902
mve3-v2-approved-2026-07-18,locked,1,1,shuffled,pko,cell_identity,15972860654055253564
mve3-v2-approved-2026-07-18,locked,1,1,anti,shared,o_collection_root,8743718083412346097
mve3-v2-approved-2026-07-18,locked,1,1,anti,shared,non_o_collection_root,14927000175820287005
mve3-v2-approved-2026-07-18,locked,1,1,anti,shared,evaluation_root,1490167166019115730
mve3-v2-approved-2026-07-18,locked,1,1,anti,none,cell_identity,12555023864910077361
mve3-v2-approved-2026-07-18,locked,1,1,anti,p,cell_identity,1529520983553105408
mve3-v2-approved-2026-07-18,locked,1,1,anti,k,cell_identity,1519505961175909646
mve3-v2-approved-2026-07-18,locked,1,1,anti,o,cell_identity,17993418140842160174
mve3-v2-approved-2026-07-18,locked,1,1,anti,pk,cell_identity,15799924907198645004
mve3-v2-approved-2026-07-18,locked,1,1,anti,po,cell_identity,6045167975867567576
mve3-v2-approved-2026-07-18,locked,1,1,anti,ko,cell_identity,13161274158089900562
mve3-v2-approved-2026-07-18,locked,1,1,anti,pko,cell_identity,9258215971369575147
mve3-v2-approved-2026-07-18,locked,1,2,controlled,shared,o_collection_root,6426336210751118210
mve3-v2-approved-2026-07-18,locked,1,2,controlled,shared,non_o_collection_root,7647991031620493602
mve3-v2-approved-2026-07-18,locked,1,2,controlled,shared,evaluation_root,8784915809202970803
mve3-v2-approved-2026-07-18,locked,1,2,controlled,none,cell_identity,6278825869218728430
mve3-v2-approved-2026-07-18,locked,1,2,controlled,p,cell_identity,16100400572002062262
mve3-v2-approved-2026-07-18,locked,1,2,controlled,k,cell_identity,5176627697613668303
mve3-v2-approved-2026-07-18,locked,1,2,controlled,o,cell_identity,2197211082341444025
mve3-v2-approved-2026-07-18,locked,1,2,controlled,pk,cell_identity,13425976577167834536
mve3-v2-approved-2026-07-18,locked,1,2,controlled,po,cell_identity,5516891155591866152
mve3-v2-approved-2026-07-18,locked,1,2,controlled,ko,cell_identity,2845406116541183872
mve3-v2-approved-2026-07-18,locked,1,2,controlled,pko,cell_identity,10777579711870003356
mve3-v2-approved-2026-07-18,locked,1,2,learned,shared,o_collection_root,798194102647926258
mve3-v2-approved-2026-07-18,locked,1,2,learned,shared,non_o_collection_root,7647991031620493602
mve3-v2-approved-2026-07-18,locked,1,2,learned,shared,evaluation_root,8784915809202970803
mve3-v2-approved-2026-07-18,locked,1,2,learned,none,cell_identity,13483507400341637289
mve3-v2-approved-2026-07-18,locked,1,2,learned,p,cell_identity,11396588494165740623
mve3-v2-approved-2026-07-18,locked,1,2,learned,k,cell_identity,5565122962520886141
mve3-v2-approved-2026-07-18,locked,1,2,learned,o,cell_identity,6001586462682370237
mve3-v2-approved-2026-07-18,locked,1,2,learned,pk,cell_identity,1027732560512882673
mve3-v2-approved-2026-07-18,locked,1,2,learned,po,cell_identity,14342016079417012079
mve3-v2-approved-2026-07-18,locked,1,2,learned,ko,cell_identity,3996329108269388812
mve3-v2-approved-2026-07-18,locked,1,2,learned,pko,cell_identity,2905316521772825734
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,shared,o_collection_root,13504387690986249151
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,shared,non_o_collection_root,7647991031620493602
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,shared,evaluation_root,8784915809202970803
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,none,cell_identity,10018402539971304045
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,p,cell_identity,3967849124884497142
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,k,cell_identity,17446283504206634815
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,o,cell_identity,2911101110569801333
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,pk,cell_identity,3528552769322221556
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,po,cell_identity,2550472174855024238
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,ko,cell_identity,1809122131929045014
mve3-v2-approved-2026-07-18,locked,1,2,shuffled,pko,cell_identity,6898462094095078076
mve3-v2-approved-2026-07-18,locked,1,2,anti,shared,o_collection_root,16028253687732656228
mve3-v2-approved-2026-07-18,locked,1,2,anti,shared,non_o_collection_root,7647991031620493602
mve3-v2-approved-2026-07-18,locked,1,2,anti,shared,evaluation_root,8784915809202970803
mve3-v2-approved-2026-07-18,locked,1,2,anti,none,cell_identity,2737723244444784479
mve3-v2-approved-2026-07-18,locked,1,2,anti,p,cell_identity,9324432577286704575
mve3-v2-approved-2026-07-18,locked,1,2,anti,k,cell_identity,11658058364784066985
mve3-v2-approved-2026-07-18,locked,1,2,anti,o,cell_identity,16683008338465684521
mve3-v2-approved-2026-07-18,locked,1,2,anti,pk,cell_identity,15003907606239494105
mve3-v2-approved-2026-07-18,locked,1,2,anti,po,cell_identity,12048289979989356419
mve3-v2-approved-2026-07-18,locked,1,2,anti,ko,cell_identity,2092426949335939482
mve3-v2-approved-2026-07-18,locked,1,2,anti,pko,cell_identity,14446977110771597049
mve3-v2-approved-2026-07-18,locked,1,3,controlled,shared,o_collection_root,10664811933360915454
mve3-v2-approved-2026-07-18,locked,1,3,controlled,shared,non_o_collection_root,8240341532612982282
mve3-v2-approved-2026-07-18,locked,1,3,controlled,shared,evaluation_root,9367288470332129148
mve3-v2-approved-2026-07-18,locked,1,3,controlled,none,cell_identity,11077008024255264468
mve3-v2-approved-2026-07-18,locked,1,3,controlled,p,cell_identity,7442452484534451550
mve3-v2-approved-2026-07-18,locked,1,3,controlled,k,cell_identity,5233227547448306794
mve3-v2-approved-2026-07-18,locked,1,3,controlled,o,cell_identity,4544058878470604406
mve3-v2-approved-2026-07-18,locked,1,3,controlled,pk,cell_identity,7087584762922090659
mve3-v2-approved-2026-07-18,locked,1,3,controlled,po,cell_identity,16015102755552259944
mve3-v2-approved-2026-07-18,locked,1,3,controlled,ko,cell_identity,17191828916095074232
mve3-v2-approved-2026-07-18,locked,1,3,controlled,pko,cell_identity,3113028737708526759
mve3-v2-approved-2026-07-18,locked,1,3,learned,shared,o_collection_root,6932407108586311540
mve3-v2-approved-2026-07-18,locked,1,3,learned,shared,non_o_collection_root,8240341532612982282
mve3-v2-approved-2026-07-18,locked,1,3,learned,shared,evaluation_root,9367288470332129148
mve3-v2-approved-2026-07-18,locked,1,3,learned,none,cell_identity,10647254268350067218
mve3-v2-approved-2026-07-18,locked,1,3,learned,p,cell_identity,4570186631888603455
mve3-v2-approved-2026-07-18,locked,1,3,learned,k,cell_identity,14743347906254942831
mve3-v2-approved-2026-07-18,locked,1,3,learned,o,cell_identity,8108972015618824459
mve3-v2-approved-2026-07-18,locked,1,3,learned,pk,cell_identity,12550382237225215054
mve3-v2-approved-2026-07-18,locked,1,3,learned,po,cell_identity,11742432737336314732
mve3-v2-approved-2026-07-18,locked,1,3,learned,ko,cell_identity,8385462552348224392
mve3-v2-approved-2026-07-18,locked,1,3,learned,pko,cell_identity,3823606924664837591
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,shared,o_collection_root,17716283648317783133
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,shared,non_o_collection_root,8240341532612982282
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,shared,evaluation_root,9367288470332129148
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,none,cell_identity,18217975272151918231
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,p,cell_identity,1727808141043055423
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,k,cell_identity,15188788155774737873
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,o,cell_identity,13126323816863287790
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,pk,cell_identity,4844157331031993031
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,po,cell_identity,6305713071572837729
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,ko,cell_identity,7054045586507704625
mve3-v2-approved-2026-07-18,locked,1,3,shuffled,pko,cell_identity,17401555204493209269
mve3-v2-approved-2026-07-18,locked,1,3,anti,shared,o_collection_root,10130152532645173465
mve3-v2-approved-2026-07-18,locked,1,3,anti,shared,non_o_collection_root,8240341532612982282
mve3-v2-approved-2026-07-18,locked,1,3,anti,shared,evaluation_root,9367288470332129148
mve3-v2-approved-2026-07-18,locked,1,3,anti,none,cell_identity,8476275193432411094
mve3-v2-approved-2026-07-18,locked,1,3,anti,p,cell_identity,6376665306968230021
mve3-v2-approved-2026-07-18,locked,1,3,anti,k,cell_identity,17393320239578574276
mve3-v2-approved-2026-07-18,locked,1,3,anti,o,cell_identity,12251246644288774238
mve3-v2-approved-2026-07-18,locked,1,3,anti,pk,cell_identity,17308022176422250341
mve3-v2-approved-2026-07-18,locked,1,3,anti,po,cell_identity,18014030982332447463
mve3-v2-approved-2026-07-18,locked,1,3,anti,ko,cell_identity,1641730892714841418
mve3-v2-approved-2026-07-18,locked,1,3,anti,pko,cell_identity,18236453845510222114
mve3-v2-approved-2026-07-18,locked,2,1,controlled,shared,o_collection_root,15901017584137972358
mve3-v2-approved-2026-07-18,locked,2,1,controlled,shared,non_o_collection_root,10571308080522505504
mve3-v2-approved-2026-07-18,locked,2,1,controlled,shared,evaluation_root,3481829733019468106
mve3-v2-approved-2026-07-18,locked,2,1,controlled,none,cell_identity,10430882029276379648
mve3-v2-approved-2026-07-18,locked,2,1,controlled,p,cell_identity,2150741547174585884
mve3-v2-approved-2026-07-18,locked,2,1,controlled,k,cell_identity,5584698100625649307
mve3-v2-approved-2026-07-18,locked,2,1,controlled,o,cell_identity,1373547157999519157
mve3-v2-approved-2026-07-18,locked,2,1,controlled,pk,cell_identity,14804546309783757350
mve3-v2-approved-2026-07-18,locked,2,1,controlled,po,cell_identity,12591873293472903038
mve3-v2-approved-2026-07-18,locked,2,1,controlled,ko,cell_identity,10318325957329779883
mve3-v2-approved-2026-07-18,locked,2,1,controlled,pko,cell_identity,17867955701033715902
mve3-v2-approved-2026-07-18,locked,2,1,learned,shared,o_collection_root,3804572406027881851
mve3-v2-approved-2026-07-18,locked,2,1,learned,shared,non_o_collection_root,10571308080522505504
mve3-v2-approved-2026-07-18,locked,2,1,learned,shared,evaluation_root,3481829733019468106
mve3-v2-approved-2026-07-18,locked,2,1,learned,none,cell_identity,16270049108024297698
mve3-v2-approved-2026-07-18,locked,2,1,learned,p,cell_identity,7825962263367044912
mve3-v2-approved-2026-07-18,locked,2,1,learned,k,cell_identity,3137606311196642286
mve3-v2-approved-2026-07-18,locked,2,1,learned,o,cell_identity,12671615752542689178
mve3-v2-approved-2026-07-18,locked,2,1,learned,pk,cell_identity,11349808824683562055
mve3-v2-approved-2026-07-18,locked,2,1,learned,po,cell_identity,10201377367002352491
mve3-v2-approved-2026-07-18,locked,2,1,learned,ko,cell_identity,3833237499827222020
mve3-v2-approved-2026-07-18,locked,2,1,learned,pko,cell_identity,5085278789291218237
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,shared,o_collection_root,9062634560788078441
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,shared,non_o_collection_root,10571308080522505504
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,shared,evaluation_root,3481829733019468106
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,none,cell_identity,18356238310966290683
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,p,cell_identity,17665737786896081217
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,k,cell_identity,6856855290411616461
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,o,cell_identity,12649520530764306443
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,pk,cell_identity,3652169817930320806
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,po,cell_identity,12650045982926521302
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,ko,cell_identity,131388416330535712
mve3-v2-approved-2026-07-18,locked,2,1,shuffled,pko,cell_identity,1158029769326223759
mve3-v2-approved-2026-07-18,locked,2,1,anti,shared,o_collection_root,14087643264395877306
mve3-v2-approved-2026-07-18,locked,2,1,anti,shared,non_o_collection_root,10571308080522505504
mve3-v2-approved-2026-07-18,locked,2,1,anti,shared,evaluation_root,3481829733019468106
mve3-v2-approved-2026-07-18,locked,2,1,anti,none,cell_identity,7055301307793245113
mve3-v2-approved-2026-07-18,locked,2,1,anti,p,cell_identity,11105045345032864886
mve3-v2-approved-2026-07-18,locked,2,1,anti,k,cell_identity,17335861872652709281
mve3-v2-approved-2026-07-18,locked,2,1,anti,o,cell_identity,12658744305226090007
mve3-v2-approved-2026-07-18,locked,2,1,anti,pk,cell_identity,7169654335741568094
mve3-v2-approved-2026-07-18,locked,2,1,anti,po,cell_identity,15582694193571924163
mve3-v2-approved-2026-07-18,locked,2,1,anti,ko,cell_identity,12050813904302180161
mve3-v2-approved-2026-07-18,locked,2,1,anti,pko,cell_identity,2286616408385596177
mve3-v2-approved-2026-07-18,locked,2,2,controlled,shared,o_collection_root,2820124524716653687
mve3-v2-approved-2026-07-18,locked,2,2,controlled,shared,non_o_collection_root,10952875644238302187
mve3-v2-approved-2026-07-18,locked,2,2,controlled,shared,evaluation_root,9277549950434082268
