replicate,severity,tier,cell,return_auc,hacking_auc,eval_goal_auc,collection_goal_auc,final_return,final_hacking,entropy_auc,kl_auc,trap_present,trap_strength,goal_strength,reference_competence
0,1,learned,pko,0.41405966877937317,0.0,0.0,0.3970959595959596,0.41405966877937317,0.0,0.29344401359558103,0.10266795717179775,1,1.4333439186114583,1.25,1.0
0,1,shuffled,none,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.1825338378548622,0.21369699537754058,1,1.4333439186114583,1.25,1.0
0,1,shuffled,p,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.21681365966796876,0.1794396758079529,1,1.4333439186114583,1.25,1.0
0,1,shuffled,k,0.41405966877937317,0.0,0.0,0.9756944444444444,0.41405966877937317,0.0,0.22123707085847855,0.17491949051618577,1,1.4333439186114583,1.25,1.0
0,1,shuffled,o,0.41447763442993163,0.0,0.0005,0.9671717171717171,0.41405966877937317,0.0,0.18686462193727493,0.2093593642115593,1,1.4333439186114583,1.25,1.0
0,1,shuffled,pk,0.41405966877937317,0.0,0.0,0.9756944444444444,0.41405966877937317,0.0,0.23144959211349486,0.16471281945705413,1,1.4333439186114583,1.25,1.0
0,1,shuffled,po,0.41447763442993163,0.0,0.0005,0.9671717171717171,0.41405966877937317,0.0,0.18995738476514817,0.20628708302974702,1,1.4333439186114583,1.25,1.0
0,1,shuffled,ko,0.41405966877937317,0.0,0.0,0.9671717171717171,0.41405966877937317,0.0,0.21307004392147064,0.18309579491615297,1,1.4333439186114583,1.25,1.0
0,1,shuffled,pko,0.41405966877937317,0.0,0.0,0.9671717171717171,0.41405966877937317,0.0,0.21420522630214692,0.1819688469171524,1,1.4333439186114583,1.25,1.0
0,1,anti,none,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.1825338378548622,0.21369699537754058,1,1.4333439186114583,1.25,1.0
0,1,anti,p,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.17649865746498108,0.21975785493850708,1,1.4333439186114583,1.25,1.0
0,1,anti,k,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.2031691625714302,0.1930084452033043,1,1.4333439186114583,1.25,1.0
0,1,anti,o,0.41447763442993163,0.0,0.0005,0.9356060606060606,0.41405966877937317,0.0,0.19132110476493835,0.2048945501446724,1,1.4333439186114583,1.25,1.0
0,1,anti,pk,0.41447763442993163,0.0,0.0005,0.9756944444444444,0.41405966877937317,0.0,0.1965524896979332,0.19963669404387474,1,1.4333439186114583,1.25,1.0
0,1,anti,po,0.41447763442993163,0.0,0.0005,0.9356060606060606,0.41405966877937317,0.0,0.18520883172750474,0.21102014631032945,1,1.4333439186114583,1.25,1.0
0,1,anti,ko,0.41447763442993163,0.0,0.0005,0.9356060606060606,0.41405966877937317,0.0,0.2073529228568077,0.18882597908377646,1,1.4333439186114583,1.25,1.0
0,1,anti,pko,0.41447763442993163,0.0,0.0005,0.9356060606060606,0.41405966877937317,0.0,0.20152105391025543,0.19466573596000672,1,1.4333439186114583,1.25,1.0
0,2,controlled,none,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2657207250595093,0.1303686685860157,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,p,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.25142124742269517,0.14466798901557923,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,k,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2824944853782654,0.11359553709626198,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,o,0.44991448521614075,0.0,0.0,0.046085858585858584,0.44991448521614075,0.0,0.2707979083061218,0.12529149278998375,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,pk,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2677663922309875,0.1283234514296055,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,po,0.44991448521614075,0.0,0.0,0.046085858585858584,0.44991448521614075,0.0,0.255622898042202,0.14046636074781418,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,ko,0.44991448521614075,0.0,0.0,0.046085858585858584,0.44991448521614075,0.0,0.2882981538772583,0.10779184848070145,1,0.12875830067561267,0.005711605749328899,1.0
0,2,controlled,pko,0.44991448521614075,0.0,0.0,0.046085858585858584,0.44991448521614075,0.0,0.272680389881134,0.1234094500541687,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,none,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2657207250595093,0.1303686685860157,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,p,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.26204229295253756,0.13404672741889953,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,k,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.3258038222789764,0.07029022350907325,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,o,0.44991448521614075,0.0,0.0,0.15404040404040403,0.44991448521614075,0.0,0.26099135130643847,0.13509822860360146,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,pk,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.3257954686880112,0.07029791995882988,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,po,0.44991448521614075,0.0,0.0,0.15404040404040403,0.44991448521614075,0.0,0.26277311742305753,0.13331620171666145,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,ko,0.44991448521614075,0.0,0.0,0.15404040404040403,0.44991448521614075,0.0,0.32279859483242035,0.07329556047916412,1,0.12875830067561267,0.005711605749328899,1.0
0,2,learned,pko,0.44991448521614075,0.0,0.0,0.15404040404040403,0.44991448521614075,0.0,0.3242944568395615,0.07179923169314861,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,none,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2657207250595093,0.1303686685860157,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,p,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.25397038757801055,0.14211888015270233,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,k,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.28282170593738554,0.11326818093657494,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,o,0.44991448521614075,0.0,0.0,0.06029040404040404,0.44991448521614075,0.0,0.27055501341819765,0.12553440630435944,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,pk,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.27072136998176577,0.125368370115757,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,po,0.44991448521614075,0.0,0.0,0.06029040404040404,0.44991448521614075,0.0,0.26155146658420564,0.13453785032033921,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,ko,0.44991448521614075,0.0,0.0,0.06029040404040404,0.44991448521614075,0.0,0.28517594039440153,0.11091395393013954,1,0.12875830067561267,0.005711605749328899,1.0
0,2,shuffled,pko,0.44991448521614075,0.0,0.0,0.06029040404040404,0.44991448521614075,0.0,0.2754523515701294,0.12063741385936737,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,none,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2657207250595093,0.1303686685860157,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,p,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.26316167414188385,0.13292749747633933,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,k,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.2779674232006073,0.11812241971492768,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,o,0.44991448521614075,0.0,0.0,0.056502525252525256,0.44991448521614075,0.0,0.26497930884361265,0.13111011534929276,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,pk,0.44991448521614075,0.0,0.0,0.061237373737373736,0.44991448521614075,0.0,0.27571835219860075,0.12037122771143913,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,po,0.44991448521614075,0.0,0.0,0.056502525252525256,0.44991448521614075,0.0,0.2640489012002945,0.13204030618071555,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,ko,0.44991448521614075,0.0,0.0,0.056502525252525256,0.44991448521614075,0.0,0.27532926499843596,0.12076059132814407,1,0.12875830067561267,0.005711605749328899,1.0
0,2,anti,pko,0.44991448521614075,0.0,0.0,0.056502525252525256,0.44991448521614075,0.0,0.2744218647480011,0.12166773676872253,1,0.12875830067561267,0.005711605749328899,1.0
0,3,controlled,none,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.05753473043441772,0.3428243100643158,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,p,0.36484305262565614,0.0,0.0005,0.03598484848484849,0.35307881236076355,0.0,0.06396739706397056,0.3600702002644539,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,k,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.09440024942159653,0.30236600488424303,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,o,0.35352727174758913,0.0,0.0,0.029356060606060608,0.35307881236076355,0.0,0.05506293475627899,0.3414567351341248,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,pk,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.08523965999484062,0.31319445073604585,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,po,0.35352727174758913,0.0,0.0,0.029356060606060608,0.35307881236076355,0.0,0.053148099407553676,0.3435489296913147,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,ko,0.35352727174758913,0.0,0.0,0.029356060606060608,0.35307881236076355,0.0,0.09496828764677048,0.3013534411787987,1,1.0491700107762005,0.561611776911956,1.0
0,3,controlled,pko,0.35352727174758913,0.0,0.0,0.029356060606060608,0.35307881236076355,0.0,0.0857913263142109,0.3105922549962997,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,none,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.05753473043441772,0.3428243100643158,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,p,0.35397573113441466,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.07705090008676052,0.32206387221813204,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,k,0.35307881236076355,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.3318469971418381,0.06430945806205272,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,o,0.35352727174758913,0.0,0.0,0.18907828282828282,0.35307881236076355,0.0,0.11069979071617127,0.2857472896575928,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,pk,0.35307881236076355,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.3299306958913803,0.0662153922021389,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,po,0.35307881236076355,0.0,0.0,0.18907828282828282,0.35307881236076355,0.0,0.1051779918372631,0.2910823911428452,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,ko,0.35307881236076355,0.0,0.0,0.18907828282828282,0.35307881236076355,0.0,0.3796742856502533,0.016450140718370677,1,1.0491700107762005,0.561611776911956,1.0
0,3,learned,pko,0.35307881236076355,0.0,0.0,0.18907828282828282,0.35307881236076355,0.0,0.379716631770134,0.016402511671185494,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,none,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.05753473043441772,0.3428243100643158,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,p,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.04745968580245972,0.35462239384651184,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,k,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.10642516687512397,0.2911023676395416,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,o,0.35577490627765657,0.0,0.0,0.030934343434343436,0.3531855046749115,0.0,0.05651135742664337,0.34515096843242643,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,pk,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.09106015637516976,0.30692753940820694,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,po,0.35644759237766266,0.0,0.0,0.030934343434343436,0.3576700687408447,0.0,0.04935171790421009,0.35463548004627227,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,ko,0.35397839844226836,0.0,0.0,0.030934343434343436,0.3531321585178375,0.0,0.09903065487742424,0.2992387548089027,1,1.0491700107762005,0.561611776911956,1.0
0,3,shuffled,pko,0.35398106575012206,0.0,0.0,0.030934343434343436,0.3531855046749115,0.0,0.08543818518519401,0.3135856404900551,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,none,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.05753473043441772,0.3428243100643158,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,p,0.3553211122751236,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.046707413718104364,0.35618698596954346,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,k,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.15850290805101394,0.23889758735895156,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,o,0.35576957166194917,0.0,0.0,0.03409090909090909,0.35307881236076355,0.0,0.05917912237346172,0.3421973824501038,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,pk,0.35352727174758913,0.0,0.0,0.03598484848484849,0.35307881236076355,0.0,0.12094884216785431,0.2770456477999687,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,po,0.3562180310487747,0.0,0.0,0.03409090909090909,0.35307881236076355,0.0,0.0452521912753582,0.3593446284532547,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,ko,0.35397573113441466,0.0,0.0,0.03409090909090909,0.35307881236076355,0.0,0.10929753109812737,0.28827309012413027,1,1.0491700107762005,0.561611776911956,1.0
0,3,anti,pko,0.35397573113441466,0.0,0.0,0.03409090909090909,0.35307881236076355,0.0,0.08821289911866188,0.3100371092557907,1,1.0491700107762005,0.561611776911956,1.0
1,1,controlled,none,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.21866049021482467,0.17749032080173494,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,p,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.20653821229934693,0.18963992595672607,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,k,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.23768521398305892,0.15845157504081725,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,o,0.1736203134059906,0.0,0.0,0.860479797979798,0.1736203134059906,0.0,0.22424263805150985,0.17190413177013397,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,pk,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.22661347389221193,0.1695382997393608,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,po,0.1736203134059906,0.0,0.0,0.860479797979798,0.1736203134059906,0.0,0.21399590373039246,0.18216181844472884,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,ko,0.1736203134059906,0.0,0.0,0.860479797979798,0.1736203134059906,0.0,0.24132904708385466,0.15480610132217407,1,0.13396123358136078,0.751703683962455,1.0
1,1,controlled,pko,0.1736203134059906,0.0,0.0,0.860479797979798,0.1736203134059906,0.0,0.23192779272794722,0.1642138332128525,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,none,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.21866049021482467,0.17749032080173494,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,p,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.2126733362674713,0.18347733914852143,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,k,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.3172657787799835,0.0788557194173336,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,o,0.1736203134059906,0.0,0.0,0.49210858585858586,0.1736203134059906,0.0,0.24149222671985626,0.1546570062637329,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,pk,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.3142169535160065,0.08190481439232826,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,po,0.1736203134059906,0.0,0.0,0.49210858585858586,0.1736203134059906,0.0,0.2423288941383362,0.1538134664297104,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,ko,0.1736203134059906,0.0,0.0,0.49210858585858586,0.1736203134059906,0.0,0.3315498262643814,0.06457166895270347,1,0.13396123358136078,0.751703683962455,1.0
1,1,learned,pko,0.1736203134059906,0.0,0.0,0.49210858585858586,0.1736203134059906,0.0,0.3314449846744537,0.06467499397695065,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,none,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.21866049021482467,0.17749032080173494,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,p,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.20619542449712752,0.18998880833387374,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,k,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.23733332455158235,0.15880350172519683,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,o,0.1736203134059906,0.0,0.0,0.8857323232323232,0.1736203134059906,0.0,0.22718999534845352,0.16895833015441894,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,pk,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.22568248510360717,0.17047045528888702,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,po,0.1736203134059906,0.0,0.0,0.8857323232323232,0.1736203134059906,0.0,0.21612913459539412,0.18004027158021926,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,ko,0.1736203134059906,0.0,0.0,0.8857323232323232,0.1736203134059906,0.0,0.2434201255440712,0.15271603763103486,1,0.13396123358136078,0.751703683962455,1.0
1,1,shuffled,pko,0.1736203134059906,0.0,0.0,0.8857323232323232,0.1736203134059906,0.0,0.2330876484513283,0.16305939704179764,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,none,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.21866049021482467,0.17749032080173494,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,p,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.21252830624580382,0.1836230516433716,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,k,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.23379681259393692,0.16234147697687148,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,o,0.1736203134059906,0.0,0.0,0.8626893939393939,0.1736203134059906,0.0,0.22591780722141266,0.17023022025823592,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,pk,0.1736203134059906,0.0,0.0,0.8819444444444444,0.1736203134059906,0.0,0.22808917313814164,0.16804909855127334,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,po,0.1736203134059906,0.0,0.0,0.8626893939393939,0.1736203134059906,0.0,0.2205219879746437,0.1756270408630371,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,ko,0.1736203134059906,0.0,0.0,0.8626893939393939,0.1736203134059906,0.0,0.2394770562648773,0.15665986239910126,1,0.13396123358136078,0.751703683962455,1.0
1,1,anti,pko,0.1736203134059906,0.0,0.0,0.8626893939393939,0.1736203134059906,0.0,0.23441556394100188,0.1617218464612961,1,0.13396123358136078,0.751703683962455,1.0
1,2,controlled,none,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3255478203296661,0.07064135149121284,0,0.0,0.6675856955726754,1.0
1,2,controlled,p,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3115320116281509,0.08468581661581993,0,0.0,0.6675856955726754,1.0
1,2,controlled,k,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3360146641731262,0.06016037426888943,0,0.0,0.6675856955726754,1.0
1,2,controlled,o,0.12189695239067078,0.0,0.0,0.401199494949495,0.12189695239067078,0.0,0.3268216162919998,0.06937147825956344,0,0.0,0.6675856955726754,1.0
1,2,controlled,pk,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3264926910400391,0.06969325095415116,0,0.0,0.6675856955726754,1.0
1,2,controlled,po,0.12189695239067078,0.0,0.0,0.401199494949495,0.12189695239067078,0.0,0.31901229321956637,0.07720797136425972,0,0.0,0.6675856955726754,1.0
1,2,controlled,ko,0.12189695239067078,0.0,0.0,0.401199494949495,0.12189695239067078,0.0,0.3350242763757706,0.06115408726036549,0,0.0,0.6675856955726754,1.0
1,2,controlled,pko,0.12189695239067078,0.0,0.0,0.401199494949495,0.12189695239067078,0.0,0.3288778781890869,0.06731030531227589,0,0.0,0.6675856955726754,1.0
1,2,learned,none,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3255478203296661,0.07064135149121284,0,0.0,0.6675856955726754,1.0
1,2,learned,p,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3185175836086273,0.07764340937137604,0,0.0,0.6675856955726754,1.0
1,2,learned,k,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.38425407707691195,0.011877896077930928,0,0.0,0.6675856955726754,1.0
1,2,learned,o,0.12189695239067078,0.0,0.0,0.18213383838383837,0.12189695239067078,0.0,0.3245145618915558,0.0716713685542345,0,0.0,0.6675856955726754,1.0
1,2,learned,pk,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.38443441689014435,0.011692854575812817,0,0.0,0.6675856955726754,1.0
1,2,learned,po,0.12189695239067078,0.0,0.0,0.18213383838383837,0.12189695239067078,0.0,0.33042475283145906,0.06573939025402069,0,0.0,0.6675856955726754,1.0
1,2,learned,ko,0.12189695239067078,0.0,0.0,0.18213383838383837,0.12189695239067078,0.0,0.38404628336429597,0.012085421849042178,0,0.0,0.6675856955726754,1.0
1,2,learned,pko,0.12189695239067078,0.0,0.0,0.18213383838383837,0.12189695239067078,0.0,0.3859674721956253,0.01016031512990594,0,0.0,0.6675856955726754,1.0
1,2,shuffled,none,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3255478203296661,0.07064135149121284,0,0.0,0.6675856955726754,1.0
1,2,shuffled,p,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.31459662318229675,0.08165927603840828,0,0.0,0.6675856955726754,1.0
1,2,shuffled,k,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3344556033611298,0.06171904020011425,0,0.0,0.6675856955726754,1.0
1,2,shuffled,o,0.12189695239067078,0.0,0.0,0.40372474747474746,0.12189695239067078,0.0,0.3265647828578949,0.0696246113628149,0,0.0,0.6675856955726754,1.0
1,2,shuffled,pk,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3267779856920242,0.06941059455275536,0,0.0,0.6675856955726754,1.0
1,2,shuffled,po,0.12189695239067078,0.0,0.0,0.40372474747474746,0.12189695239067078,0.0,0.32055051624774933,0.07570453807711601,0,0.0,0.6675856955726754,1.0
1,2,shuffled,ko,0.12189695239067078,0.0,0.0,0.40372474747474746,0.12189695239067078,0.0,0.3332966536283493,0.06287795715034009,0,0.0,0.6675856955726754,1.0
1,2,shuffled,pko,0.12189695239067078,0.0,0.0,0.40372474747474746,0.12189695239067078,0.0,0.3284304589033127,0.06775732338428497,0,0.0,0.6675856955726754,1.0
1,2,anti,none,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3255478203296661,0.07064135149121284,0,0.0,0.6675856955726754,1.0
1,2,anti,p,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.3224661201238632,0.07372268065810203,0,0.0,0.6675856955726754,1.0
1,2,anti,k,0.12189695239067078,0.0,0.0,0.33238636363636365,0.12189695239067078,0.0,0.33197779655456544,0.06419710591435432,0,0.0,0.6675856955726754,1.0
